n t exp p1 p2 p3 p4 p22 
107.0 0.000509648 0.0006710009823472249 0.0005070949591743152 0.000575762672641586 0.0006243062755971084 0.0005790332197379378 0.000559565549085834 
108.0 0.000517613 0.0006727411842825457 0.0005117848804627142 0.0005800877277736813 0.0006280171843224983 0.0005833288600993343 0.0005631099991034761 
109.0 0.000523205 0.0006744858993301501 0.0005164748017511131 0.0005844135246350007 0.0006317304316900835 0.00058762531255387 0.0005666623657982291 
110.0 0.0005244529999999999 0.000676235139194532 0.0005211647230395121 0.0005887400632255441 0.0006354460176998645 0.0005919225771015456 0.0005702226491700932 
111.0 0.000531094 0.0006779889156105392 0.0005258546443279111 0.0005930673435453114 0.0006391639423518416 0.0005962206537423622 0.0005737908492190686 
112.0 0.00053468 0.0006797472403434544 0.0005305445656163101 0.0005973953655943027 0.0006428842056460151 0.000600519542476321 0.0005773669659451549 
113.0 0.0005414440000000001 0.0006815101251890726 0.000535234486904709 0.0006017241293725181 0.0006466068075823854 0.0006048192433034227 0.0005809509993483524 
114.0 0.0005449885 0.0006832775819737799 0.0005399244081931079 0.0006060536348799575 0.000650331748160953 0.0006091197562236686 0.000584542949428661 
115.0 0.000549914 0.000685049622554634 0.0005446143294815069 0.0006103838821166209 0.0006540590273817182 0.0006134210812370595 0.0005881428161860807 
116.0 0.0005540735 0.0006868262588194427 0.0005493042507699058 0.0006147148710825084 0.0006577886452446811 0.0006177232183435964 0.0005917505996206113 
117.0 0.0005598795 0.0006886075026868449 0.0005539941720583048 0.0006190466017776198 0.0006615206017498425 0.0006220261675432804 0.0005953662997322532 
118.0 0.0005642409999999999 0.0006903933661063891 0.0005586840933467038 0.0006233790742019552 0.0006652548968972026 0.0006263299288361124 0.0005989899165210061 
119.0 0.0005669935000000001 0.0006921838610586148 0.0005633740146351028 0.0006277122883555145 0.0006689915306867615 0.0006306345022220935 0.0006026214499868702 
120.0 0.000572446 0.0006939789995551315 0.0005680639359235017 0.0006320462442382979 0.0006727305031185199 0.0006349398877012245 0.0006062609001298452 
121.0 0.000576235 0.0006957787936387011 0.0005727538572119006 0.0006363809418503054 0.0006764718141924781 0.0006392460852735068 0.0006099082669499314 
122.0 0.000582342 0.0006975832553833172 0.0005774437785002996 0.0006407163811915367 0.0006802154639086363 0.0006435530949389412 0.0006135635504471288 
123.0 0.000588361 0.0006993923968942865 0.0005821336997886985 0.0006450525622619923 0.0006839614522669951 0.0006478609166975285 0.0006172267506214371 
124.0 0.0005910300000000001 0.0007012062303083103 0.0005868236210770975 0.0006493894850616716 0.0006877097792675547 0.0006521695505492701 0.0006208978674728565 
125.0 0.000597838 0.0007030247677935656 0.0005915135423654965 0.0006537271495905751 0.0006914604449103156 0.0006564789964941666 0.0006245769010013871 
126.0 0.0006002315000000001 0.0007048480215497872 0.0005962034636538955 0.0006580655558487026 0.0006952134491952781 0.0006607892545322193 0.0006282638512070288 
127.0 0.0006044549999999999 0.0007066760038083488 0.0006008933849422944 0.000662404703836054 0.0006989687921224424 0.000665100324663429 0.0006319587180897814 
128.0 0.0006107355 0.0007085087268323453 0.0006055833062306933 0.0006667445935526296 0.0007027264736918092 0.0006694122068877969 0.0006356615016496453 
129.0 0.0006149275 0.0007103462029166761 0.0006102732275190923 0.000671085224998429 0.0007064864939033785 0.0006737249012053239 0.0006393722018866202 
130.0 0.000615656 0.0007121884443881257 0.0006149631488074912 0.0006754265981734526 0.000710248852757151 0.0006780384076160111 0.0006430908188007062 
131.0 0.0006206365 0.0007140354636054479 0.0006196530700958902 0.0006797687130777 0.0007140135502531268 0.0006823527261198594 0.0006468173523919033 
132.0 0.0006286414999999999 0.0007158872729594482 0.0006243429913842892 0.0006841115697111716 0.0007177805863913065 0.0006866678567168698 0.0006505518026602115 
133.0 0.0006457775 0.0007177438848730669 0.0006290329126726881 0.000688455168073867 0.0007215499611716903 0.0006909837994070432 0.0006542941696056307 
134.0 0.0006353575 0.0007196053118014623 0.0006337228339610871 0.0006927995081657866 0.0007253216745942787 0.0006953005541903809 0.000658044453228161 
135.0 0.0006406140000000001 0.0007214715662320945 0.0006384127552494861 0.0006971445899869302 0.0007290957266590718 0.0006996181210668838 0.0006618026535278026 
136.0 0.000646858 0.0007233426606848095 0.000643102676537885 0.0007014904135372976 0.0007328721173660703 0.0007039365000365528 0.0006655687705045551 
137.0 0.0006502865 0.0007252186077119219 0.0006477925978262839 0.0007058369788168892 0.0007366508467152743 0.0007082556910993891 0.0006693428041584187 
138.0 0.0006564425000000001 0.0007270994198983012 0.0006524825191146829 0.0007101842858257048 0.0007404319147066845 0.0007125756942553933 0.0006731247544893934 
139.0 0.0006586445 0.0007289851098614538 0.0006571724404030819 0.0007145323345637445 0.0007442153213403007 0.0007168965095045669 0.0006769146214974793 
140.0 0.0006796195000000001 0.0007308756902516099 0.0006618623616914808 0.000718881125031008 0.0007480010666161238 0.0007212181368469107 0.0006807124051826761 
141.0 0.0006657985 0.0007327711737518064 0.0006665522829798798 0.0007232306572274956 0.0007517891505341541 0.0007255405762824256 0.0006845181055449842 
142.0 0.0006706495 0.0007346715730779739 0.0006712422042682788 0.0007275809311532072 0.0007555795730943918 0.0007298638278111128 0.0006883317225844033 
143.0 0.000677875 0.00073657690097902 0.0006759321255566777 0.0007319319468081427 0.0007593723342968373 0.0007341878914329732 0.0006921532563009334 
144.0 0.0006798125000000001 0.0007384871702369167 0.0006806220468450766 0.0007362837041923024 0.0007631674341414909 0.0007385127671480077 0.0006959827066945746 
145.0 0.0006864295000000001 0.0007404023936667849 0.0006853119681334756 0.000740636203305686 0.0007669648726283531 0.0007428384549562177 0.0006998200737653269 
146.0 0.0006895845000000001 0.0007423225841169807 0.0006900018894218746 0.0007449894441482936 0.0007707646497574243 0.0007471649548576038 0.0007036653575131905 
147.0 0.000708638 0.000744247754469182 0.0006946918107102735 0.0007493434267201252 0.0007745667655287046 0.0007514922668521673 0.0007075185579381649 
148.0 0.00069975 0.0007461779176384743 0.0006993817319986725 0.0007536981510211808 0.0007783712199421946 0.000755820390939909 0.0007113796750402505 
149.0 0.0007038904999999999 0.0007481130865734376 0.0007040716532870715 0.0007580536170514606 0.0007821780129978947 0.00076014932712083 0.0007152487088194473 
150.0 0.0007111855 0.0007500532742562335 0.0007087615745754703 0.0007624098248109643 0.0007859871446958051 0.0007644790753949312 0.000719125659275755 
151.0 0.000715667 0.0007519984937026918 0.0007134514958638693 0.000766766774299692 0.0007897986150359261 0.0007688096357622139 0.0007230105264091739 
152.0 0.0007203125 0.0007539487579623984 0.0007181414171522683 0.0007711244655176436 0.0007936124240182585 0.0007731410082226787 0.000726903310219704 
153.0 0.000736051 0.0007559040801187825 0.0007228313384406673 0.0007754828984648193 0.0007974285716428023 0.000777473192776327 0.000730804010707345 
154.0 0.0007397 0.0007578644732892043 0.0007275212597290662 0.000779842073141219 0.0008012470579095578 0.0007818061894231595 0.0007347126278720972 
155.0 0.0007338249999999999 0.0007598299506250426 0.0007322111810174652 0.0007842019895468426 0.0008050678828185257 0.0007861399981631774 0.0007386291617139605 
156.0 0.000739835 0.0007618005253117846 0.0007369011023058642 0.0007885626476816904 0.000808891046369706 0.0007904746189963817 0.0007425536122329348 
157.0 0.000742876 0.0007637762105691129 0.0007415910235942631 0.0007929240475457621 0.0008127165485630994 0.0007948100519227733 0.0007464859794290202 
158.0 0.000746562 0.000765757019650994 0.000746280944882662 0.0007972861891390578 0.000816544389398706 0.0007991462969423536 0.0007504262633022167 
159.0 0.000753331 0.000767742965845768 0.000750970866171061 0.0008016490724615774 0.0008203745688765263 0.0008034833540551229 0.0007543744638525242 
160.0 0.0007854145 0.0007697340624762385 0.00075566078745946 0.0008060126975133211 0.0008242070869965606 0.0008078212232610828 0.000758330581079943 
161.0 0.0007619114999999999 0.0007717303228997597 0.0007603507087478589 0.0008103770642942891 0.0008280419437588093 0.0008121599045602341 0.0007622946149844728 
162.0 0.0007669345 0.0007737317605083279 0.0007650406300362579 0.0008147421728044808 0.0008318791391632728 0.0008164993979525779 0.0007662665655661136 
163.0 0.0007713545000000001 0.0007757383887286711 0.0007697305513246569 0.0008191080230438966 0.0008357186732099515 0.0008208397034381151 0.0007702464328248657 
164.0 0.0007771565 0.000777750221022338 0.0007744204726130558 0.0008234746150125364 0.0008395605458988458 0.0008251808210168467 0.0007742342167607287 
165.0 0.000779699 0.0007797672708857896 0.0007791103939014547 0.0008278419487104001 0.0008434047572299558 0.000829522750688774 0.0007782299173737028 
166.0 0.000790407 0.0007817895518504889 0.0007838003151898537 0.0008322100241374879 0.0008472513072032821 0.0008338654924538977 0.0007822335346637881 
167.0 0.000907591 0.0007838170774829924 0.0007884902364782527 0.0008365788412937996 0.000851100195818825 0.000838209046312219 0.0007862450686309844 
168.0 0.000791508 0.0007858498613850398 0.0007931801577666516 0.0008409484001793355 0.0008549514230765848 0.0008425534122637387 0.0007902645192752919 
169.0 0.000799193 0.000787887917193647 0.0007978700790550506 0.0008453187007940953 0.000858804988976562 0.0008468985903084579 0.0007942918865967104 
170.0 0.000800748 0.0007899312585811965 0.0008025600003434496 0.0008496897431380791 0.0008626608935187568 0.0008512445804463777 0.0007983271705952399 
171.0 0.0008068455 0.0007919798992555288 0.0008072499216318485 0.0008540615272112869 0.0008665191367031698 0.0008555913826774992 0.0008023703712708806 
172.0 0.000809051 0.0007940338529600356 0.0008119398429202475 0.0008584340530137189 0.0008703797185298012 0.0008599389970018232 0.0008064214886236324 
173.0 0.000827823 0.0007960931334737508 0.0008166297642086464 0.0008628073205453747 0.0008742426389986514 0.0008642874234193507 0.0008104805226534953 
174.0 0.000835744 0.0007981577546114436 0.0008213196854970453 0.0008671813298062545 0.0008781078981097207 0.0008686366619300829 0.0008145474733604693 
175.0 0.0008258855 0.000800227730223711 0.0008260096067854443 0.0008715560807963584 0.0008819754958630097 0.0008729867125340208 0.0008186223407445543 
176.0 0.0008319025 0.0008023030741970708 0.0008306995280738433 0.0008759315735156862 0.0008858454322585185 0.0008773375752311655 0.0008227051248057504 
177.0 0.0008347015 0.0008043838004540544 0.0008353894493622423 0.0008803078079642381 0.0008897177072962476 0.0008816892500215177 0.0008267958255440578 
178.0 0.0008415065000000001 0.0008064699229533008 0.0008400793706506412 0.000884684784142014 0.0008935923209761974 0.0008860417369050785 0.0008308944429594761 
179.0 0.0008481445 0.0008085614556896496 0.0008447692919390402 0.0008890625020490138 0.000897469273298368 0.0008903950358818492 0.0008350009770520054 
180.0 0.0008661345 0.0008106584126942356 0.0008494592132274391 0.0008934409616852377 0.00090134856426276 0.0008947491469518304 0.0008391154278216458 
181.0 0.000854367 0.0008127608080345821 0.000854149134515838 0.0008978201630506857 0.0009052301938693738 0.0008991040701150236 0.0008432377952683975 
182.0 0.0008593195 0.0008148686558146958 0.000858839055804237 0.0009022001061453575 0.0009091141621182097 0.0009034598053714294 0.0008473680793922602 
183.0 0.0008644134999999999 0.0008169819701751617 0.000863528977092636 0.0009065807909692536 0.0009130004690092681 0.000907816352721049 0.000851506280193234 
184.0 0.0008676105 0.0008191007652932372 0.000868218898381035 0.0009109622175223735 0.0009168891145425493 0.0009121737121638835 0.0008556523976713189 
185.0 0.0008715675 0.0008212250553829477 0.0008729088196694339 0.0009153443858047174 0.0009207800987180536 0.0009165318836999337 0.0008598064318265147 
186.0 0.0008805295 0.0008233548546951816 0.0008775987409578329 0.0009197272958162854 0.0009246734215357817 0.0009208908673292006 0.0008639683826588217 
187.0 0.000910729 0.0008254901775177865 0.0008822886622462318 0.0009241109475570773 0.0009285690829957336 0.0009252506630516856 0.0008681382501682398 
188.0 0.0008933974999999999 0.0008276310381756649 0.0008869785835346307 0.0009284953410270933 0.0009324670830979097 0.0009296112708673894 0.0008723160343547691 
189.0 0.000892192 0.0008297774510308695 0.0008916685048230297 0.0009328804762263332 0.0009363674218423104 0.0009339726907763129 0.0008765017352184095 
190.0 0.0008956365 0.0008319294304827005 0.0008963584261114287 0.0009372663531547973 0.0009402700992289365 0.0009383349227784576 0.0008806953527591608 
191.0 0.0009026145 0.0008340869909678017 0.0009010483473998277 0.0009416529718124852 0.0009441751152577876 0.0009426979668738241 0.0008848968869770233 
192.0 0.0009106855 0.0008362501469602575 0.0009057382686882266 0.0009460403321993972 0.0009480824699288646 0.0009470618230624135 0.0008891063378719968 
193.0 0.0009138775 0.0008384189129716903 0.0009104281899766256 0.0009504284343155331 0.0009519921632421679 0.0009514264913442269 0.0008933237054440815 
