n t exp p1 p2 p3 p4 p32 p42 ap 
240.0 0.02213682 0.014155463969470747 0.051410015649046466 0.044288953966016224 0.02714004103444582 0.02890502078097954 0.023084560485083585 0.019288005595241197 0.02126221413795924 
241.0 0.0222378255 0.014230603095329664 0.051624224046947755 0.04450530502389989 0.0273178057928421 0.029071469207748585 0.023277332596078813 0.019449073836409796 0.021412714422518953 
242.0 0.022425981499999997 0.014306141069876765 0.05183843244484904 0.04472178781536825 0.027496107325120454 0.029238487213745494 0.02347090625431311 0.01961081179999489 0.021563840487887644 
243.0 0.0225721795 0.014382080010255071 0.052052640842750325 0.04493840179606452 0.027674945631280843 0.02940607479897027 0.023665281459786466 0.019773219485996484 0.021715592334065326 
244.0 0.022739350000000002 0.014458422044845692 0.05226684924065161 0.04515514642611231 0.02785432071132321 0.029574231963422917 0.023860458212498895 0.019936296894414587 0.021867969961051982 
245.0 0.02287933 0.014535169313327463 0.052481057638552896 0.045372021170060416 0.028034232565247515 0.029742958707103435 0.024056436512450385 0.020100044025249182 0.022020973368847615 
246.0 0.0230497325 0.014612323966736937 0.052695266036454184 0.04558902549682876 0.0282146811930537 0.029912255030011815 0.02425321635964094 0.020264460878500288 0.022174602557452232 
247.0 0.02320064 0.014689888167528654 0.05290947443435547 0.045806158879655 0.028395666594741728 0.030082120932148064 0.024450797754070563 0.02042954745416789 0.022328857526865833 
248.0 0.02335775 0.014767864089635757 0.05312368283225676 0.04602342079604211 0.028577188770311547 0.030252556413512183 0.02464918069573925 0.020595303752251992 0.022483738277088407 
249.0 0.0235024595 0.014846253918530925 0.053337891230158044 0.0462408107277068 0.028759247719763112 0.030423561474104164 0.024848365184647 0.020761729772752598 0.022639244808119963 
250.0 0.023624199999999998 0.014925059851287626 0.05355209962805933 0.0464583281605287 0.02894184344309638 0.03059513611392402 0.02504835122079382 0.020928825515669703 0.0227953771199605 
251.0 0.0238086675 0.015004284096641679 0.05376630802596062 0.046675972584500486 0.029124975940311305 0.030767280332971745 0.025249138804179703 0.02109659098100331 0.02295213521261002 
252.0 0.023997792 0.015083928875053181 0.05398051642386191 0.046893743493678613 0.029308645211407837 0.03093999413124733 0.02545072793480465 0.021265026168753424 0.023109519086068515 
253.0 0.024107281 0.01516399641876874 0.05419472482176319 0.04711164038613502 0.029492851256385934 0.03111327750875079 0.02565311861266867 0.021434131078920036 0.02326752874033599 
254.0 0.024361177999999997 0.01524448897188402 0.054408933219664474 0.04732966276390951 0.02967759407524555 0.031287130465482114 0.025856310837771745 0.021603905711503144 0.023426164175412444 
255.0 0.024463381 0.015325408790406655 0.05462314161756576 0.047547810132962796 0.029862873667986647 0.03146155300144131 0.02606030461011389 0.021774350066502763 0.023585425391297883 
256.0 0.024610353499999998 0.015406758142319477 0.05483735001546705 0.04776608200313053 0.030048690034609173 0.03163654511662837 0.026265099929695102 0.021945464143918875 0.0237453123879923 
257.0 0.0247754665 0.01548853930764407 0.05505155841336834 0.047984477888077734 0.030235043175113087 0.0318121068110433 0.026470696796515376 0.022117247943751493 0.0239058251654957 
258.0 0.024988847 0.015570754578504698 0.05526576681126963 0.04820299730525419 0.030421933089498348 0.031988238084686094 0.026677095210574715 0.02228970146600061 0.02406696372380808 
259.0 0.0251458565 0.015653406259192516 0.05547997520917091 0.0484216397758504 0.030609359777764914 0.032164938937556765 0.026884295171873122 0.022462824710666233 0.024228728062929434 
260.0 0.0252546415 0.015736496666230174 0.0556941836070722 0.04864040482475428 0.030797323239912737 0.032342209369655296 0.027092296680410594 0.02263661767774835 0.02439111818285977 
261.0 0.0253926435 0.015820028128436744 0.05590839200497349 0.048859291980508465 0.03098582347594178 0.03252004938098169 0.027301099736187134 0.022811080367246977 0.024554134083599088 
262.0 0.025632915 0.015904002986992984 0.05612260040287478 0.04907830077526832 0.031174860485852 0.03269845897153596 0.027510704339202736 0.0229862127791621 0.024717775765147387 
263.0 0.0257377595 0.015988423595506954 0.05633680880077606 0.049297430744760576 0.03136443426964336 0.032877438141318105 0.027721110489457402 0.023162014913493723 0.024882043227504667 
264.0 0.025916206 0.01607329232007999 0.05655101719867734 0.04951668142824259 0.03155454482731581 0.033056986890328106 0.027932318186951136 0.02333848677024185 0.02504693647067092 
265.0 0.026054672499999997 0.016158611539373004 0.05676522559657863 0.04973605236846219 0.03174519215886931 0.03323710521856598 0.02814432743168394 0.02351562834940648 0.025212455494646166 
266.0 0.026201189500000003 0.016244383644673184 0.05697943399447992 0.04995554311161824 0.03193637626430383 0.03341779312603172 0.028357138223655803 0.02369343965098761 0.02537860029943038 
267.0 0.0263580535 0.016330611039960974 0.05719364239238121 0.0501751532073216 0.03212809714361931 0.03359905061272533 0.02857075056286673 0.02387192067498524 0.02554537088502358 
268.0 0.0265611435 0.016417296141977487 0.057407850790282496 0.05039488220855691 0.03232035479681574 0.033780877678646806 0.028785164449316725 0.024051071421399374 0.02571276725142576 
269.0 0.0267216895 0.016504441380292223 0.05762205918818378 0.05061472967164473 0.032513149223893055 0.03396327432379615 0.029000379883005786 0.02423089189023001 0.025880789398636913 
270.0 0.0268504365 0.01659204919737117 0.057836267586085066 0.05083469515620441 0.03270648042485122 0.03414624054817336 0.029216396863933913 0.024411382081477143 0.026049437326657057 
271.0 0.027053301000000002 0.016680122048645236 0.058050475983986355 0.0510547782251174 0.0329003483996902 0.03432977635177844 0.029433215392101104 0.02459254199514078 0.026218711035486172 
272.0 0.027203816 0.01676866240257912 0.058264684381887644 0.05127497844449108 0.03309475314840996 0.03451388173461139 0.02965083546750736 0.02477437163122092 0.02638861052512427 
273.0 0.027410594 0.01685767274074045 0.058478892779788925 0.05149529538362333 0.03328969467101046 0.034698556696672204 0.029869257090152684 0.024956870989717557 0.02655913579557135 
274.0 0.027525927 0.01694715555786935 0.05869310117769021 0.051715728614967295 0.03348517296749166 0.034883801237960886 0.03008848026003707 0.0251400400706307 0.026730286846827413 
275.0 0.027721815 0.01703711336194838 0.058907309575591496 0.051936277714096986 0.03368118803785351 0.03506961535847744 0.03030850497716052 0.025323878873960343 0.026902063678892446 
276.0 0.027851132499999997 0.017127548674272793 0.059121517973492785 0.05215694225967311 0.033877739882096 0.03525599905822186 0.030529331241523038 0.025508387399706487 0.02707446629176647 
277.0 0.028024326999999998 0.017218464029521242 0.059335726371394074 0.052377721833409635 0.034074828500219055 0.03544295233719415 0.030750959053124624 0.02569356564786913 0.02724749468544947 
278.0 0.028186444999999997 0.017309861975826762 0.05954993476929536 0.05259861602004062 0.03427245389222267 0.03563047519539431 0.030973388411965275 0.02587941361844828 0.027421148859941447 
279.0 0.0283858215 0.017401745074848266 0.059764143167196644 0.05281962440728769 0.0344706160581068 0.03581856763282233 0.031196619318044988 0.02606593131144393 0.027595428815242407 
280.0 0.028512492 0.017494115901842272 0.05997835156509793 0.05304074658582789 0.0346693149978714 0.036007229649478216 0.031420651771363765 0.026253118726856078 0.02777033455135235 
281.0 0.028732109000000002 0.017586977045735114 0.06019255996299922 0.053261982149262005 0.03486855071151645 0.03619646124536198 0.03164548577192161 0.02644097586468473 0.027945866068271263 
282.0 0.028866965499999998 0.017680331109195514 0.06040676836090051 0.05348333069408337 0.03506832319904189 0.03638626242047361 0.031871121319718525 0.026629502724929883 0.028122023365999168 
283.0 0.029096316 0.0177741807087075 0.06062097675880179 0.053704791819647095 0.0352686324604477 0.0365766331748131 0.0320975584147545 0.026818699307591537 0.02829880644453605 
284.0 0.029208087 0.01786852847464376 0.060835185156703074 0.05392636512813969 0.035469478495733855 0.03676757350838047 0.03232479705702954 0.02700856561266969 0.02847621530388191 
285.0 0.0293933615 0.01796337705133934 0.06104939355460436 0.05414805022454923 0.0356708613049003 0.036959083421175695 0.03255283724654365 0.02719910164016435 0.028654249944036748 
286.0 0.029578208499999998 0.018058729097165806 0.06126360195250565 0.05436984671663577 0.035872780887947 0.037151162913198796 0.03278167898329682 0.027390307390075506 0.02883291036500057 
287.0 0.0298293595 0.01815458728460569 0.06147781035040694 0.054591754214902366 0.03607523724487393 0.03734381198444976 0.03301132226728906 0.027582182862403166 0.02901219656677337 
288.0 0.029896017 0.018250954300327443 0.06169201874830823 0.05481377233256634 0.03627823037568106 0.03753703063492859 0.033241767098520364 0.027774728057147327 0.029192108549355146 
289.0 0.030109501 0.01834783284526071 0.06190622714620951 0.055035900685531 0.036481760280368335 0.03773081886463529 0.03347301347699073 0.02796794297430799 0.029372646312745915 
290.0 0.030237332 0.018445225634672054 0.0621204355441108 0.0552581388923578 0.03668582695893574 0.037925176673569864 0.033705061402700166 0.028161827613885155 0.029553809856945647 
291.0 0.030461619 0.018543135398241012 0.06233464394201209 0.05548048657423882 0.036890430411383235 0.03812010406173231 0.03393791087564866 0.02835638197587882 0.02973559918195437 
292.0 0.030638701999999997 0.01864156488013665 0.06254885233991338 0.055702943354969635 0.03709557063771079 0.03831560102912262 0.03417156189583623 0.028551606060288986 0.029918014287772073 
293.0 0.0307552125 0.018740516839094456 0.06276306073781465 0.05592550886092258 0.03730124763791837 0.03851166757574079 0.03440601446326286 0.028747499867115656 0.03010105517439875 
294.0 0.030963496 0.018839994048493663 0.06297726913571594 0.056148182721020366 0.03750746141200592 0.03870830370158683 0.034641268577928555 0.028944063396358823 0.030284721841834412 
295.0 0.031101933 0.01893999929643496 0.06319147753361723 0.05637096456671009 0.03771421195997345 0.03890550940666074 0.034877324239833314 0.029141296648018497 0.03046901429007906 
296.0 0.031351084 0.019040535385818673 0.06340568593151852 0.056593854031937445 0.03792149928182089 0.03910328469096252 0.03511418144897714 0.029339199622094667 0.03065393251913268 
297.0 0.03155292 0.019141605134423294 0.06361989432941981 0.056816850753121574 0.038129323377548235 0.039301629554492165 0.03535184020536004 0.029537772318587344 0.030839476528995276 
298.0 0.0316586005 0.019243211374984477 0.06383410272732108 0.0570399543691299 0.03833768424715543 0.03950054399724968 0.03559030050898199 0.029737014737496518 0.031025646319666863 
299.0 0.0318331585 0.019345356955274402 0.06404831112522238 0.057263164521253636 0.03854658189064246 0.03970002801923506 0.03582956235984301 0.029936926878822195 0.03121244189114742 
300.0 0.0320155045 0.019448044738181625 0.06426251952312367 0.05748648085318334 0.03875601630800928 0.039900081620448315 0.0360696257579431 0.030137508742564375 0.031399863243436965 
301.0 0.032190435 0.019551277601791307 0.06447672792102495 0.05770990301098506 0.03896598749925586 0.04010070480088943 0.03631049070328225 0.030338760328723055 0.03158791037653549 
302.0 0.0323522235 0.01965505843946586 0.06469093631892624 0.05793343064307652 0.039176495464382184 0.040301897560558415 0.036552157195860475 0.030540681637298235 0.03177658329044299 
303.0 0.032626649 0.019759390159926074 0.06490514471682753 0.058157063400203796 0.0393875402033882 0.04050365989945527 0.03679462523567776 0.03074327266828992 0.03196588198515947 
304.0 0.032734872500000005 0.019864275687332615 0.06511935311472881 0.058380800935418344 0.039599121716273895 0.040705991817579994 0.03703789482273411 0.030946533421698102 0.03215580646068494 
305.0 0.0329108765 0.01996971796136798 0.0653335615126301 0.05860464290405413 0.03981124000303922 0.040908893314932575 0.03728196595702952 0.03115046389752279 0.032346356717019374 
306.0 0.033092158499999996 0.02007571993731893 0.06554776991053139 0.05882858896370528 0.04002389506368416 0.04111236439151304 0.037526838638564 0.031355064095763975 0.032537532754162796 
307.0 0.033278169499999996 0.02018228458615926 0.06576197830843268 0.05905263877420387 0.04023708689820867 0.04131640504732137 0.03777251286733754 0.031560334016421665 0.03272933457211521 
308.0 0.0334148065 0.020289414894633116 0.06597618670633396 0.059276791997598055 0.04045081550661274 0.04152101528235756 0.038018988643350154 0.03176627365949586 0.032921762170876584 
309.0 0.0335961485 0.020397113865338674 0.06619039510423524 0.059501048298130514 0.040665080888896324 0.04172619509662162 0.038266265966601834 0.03197288302498654 0.03311481555044695 
310.0 0.0338374775 0.02050538451681232 0.06640460350213653 0.05972540734221707 0.0408798830450594 0.04193194449011355 0.03851434483709258 0.03218016211289374 0.033308494710826295 
311.0 0.033970652000000004 0.020614229883613246 0.06661881190003781 0.05994986879842578 0.04109522197510194 0.04213826346283334 0.03876322525482239 0.03238811092321743 0.033502799652014616 
312.0 0.034147848 0.020723653016408473 0.0668330202979391 0.06017443233745608 0.04131109767902389 0.042345152014781014 0.03901290721979126 0.03259672945595763 0.03369773037401192 
313.0 0.0343990775 0.020833656982058402 0.06704722869584039 0.0603990976321183 0.04152751015682526 0.04255261014595654 0.03926339073199919 0.03280601771111432 0.0338932868768182 
314.0 0.034527142499999997 0.020944244863702735 0.06726143709374167 0.060623864357313484 0.04174445940850599 0.04276063785635995 0.0395146757914462 0.03301597568868753 0.03408946916043347 
315.0 0.034678843 0.02105541976084689 0.06747564549164296 0.060848732190013355 0.04196194543406607 0.042969235145991214 0.039766762398132274 0.03322660338867723 0.034286277224857706 
316.0 0.0348987225 0.021167184789448904 0.06768985388954425 0.06107370080924064 0.042179968233505456 0.04317840201485035 0.040019650552057404 0.03343790081108342 0.03448371107009093 
317.0 0.035059831 0.021279543082006722 0.06790406228744554 0.06129876989604954 0.042398527806824134 0.043388138462937355 0.04027334025322161 0.033649867955906125 0.03468177069613314 
318.0 0.03532707 0.021392497787646014 0.06811827068534683 0.0615239391335066 0.042617624154022066 0.04359844449025223 0.04052783150162487 0.03386250482314533 0.03488045610298432 
319.0 0.0354935355 0.02150605207220845 0.06833247908324812 0.0617492082066716 0.042837257275099225 0.04380932009679497 0.0407831242972672 0.03407581141280104 0.035079767290644485 
320.0 0.0356032525 0.021620209118340408 0.06854668748114941 0.061974576802578944 0.04305742717005559 0.04402076528256558 0.041039218640148596 0.03428978772487324 0.03527970425911363 
321.0 0.0358738545 0.021734972125582185 0.06876089587905068 0.06220004461021903 0.04327813383889112 0.044232780047564056 0.04129611453026906 0.03450443375936195 0.03548026700839175 
322.0 0.0360034385 0.021850344310457678 0.06897510427695197 0.06242561132052004 0.0434993772816058 0.0444453643917904 0.041553811967628584 0.03471974951626716 0.03568145553847886 
323.0 0.036297643 0.021966328906564535 0.06918931267485326 0.06265127662632987 0.0437211574981996 0.044658518315244616 0.04181231095222717 0.03493573499558887 0.03588326984937494 
324.0 0.0363900725 0.022082929164664762 0.06940352107275455 0.06287704022239828 0.0439434744886725 0.04487224181792669 0.04207161148406483 0.035152390197327084 0.036085709941080006 
325.0 0.0365882995 0.022200148352775863 0.06961772947065584 0.0631029018053593 0.044166328253024446 0.04508653489983664 0.042331713563141554 0.03536971512148181 0.03628877581359405 
326.0 0.0367076085 0.022317989756262428 0.06983193786855713 0.06332886107371388 0.044389718791255445 0.045301397560974455 0.042592617189457345 0.03558770976805302 0.03649246746691707 
327.0 0.036975835500000005 0.022436456677928193 0.07004614626645841 0.06355491772781262 0.04461364610336544 0.04551682980134014 0.042854322363012204 0.035806374137040735 0.03669678490104908 
328.0 0.037132637 0.02255555243810864 0.07026035466435969 0.06378107146983884 0.04483811018935443 0.045732831620933695 0.04311682908380612 0.036025708228444954 0.036901728115990066 
329.0 0.0373874845 0.022675280374764028 0.07047456306226098 0.06400732200379186 0.04506311104922237 0.04594940301975511 0.043380137351839106 0.03624571204226567 0.03710729711174003 
330.0 0.037502274 0.022795643843572983 0.07068877146016225 0.06423366903547037 0.04528864868296924 0.046166543997804406 0.043644247167111155 0.036466385578502895 0.037313491888298966 
331.0 0.037737911 0.022916646218026516 0.07090297985806354 0.06446011227245614 0.04551472309059502 0.04638425455508156 0.043909158529622266 0.03668772883715662 0.037520312445666906 
332.0 0.0380228265 0.023038290889522573 0.07111718825596483 0.06468665142409782 0.04574133427209968 0.04660253469158658 0.044174871439372446 0.03690974181822684 0.0377277587838438 
333.0 0.0381503 0.023160581267461133 0.07133139665386612 0.06491328620149495 0.045968482227483176 0.04682138440731947 0.04444138589636169 0.037132424521713565 0.03793583090282968 
334.0 0.0382857365 0.023283520779339702 0.07154560505176741 0.06514001631748223 0.04619616695674551 0.047040803702280226 0.04470870190059001 0.0373557769476168 0.038144528802624554 
335.0 0.038519243 0.02340711287084944 0.0717598134496687 0.06536684148661392 0.04642438845988666 0.04726079257646886 0.044976819452057386 0.03757979909593652 0.0383538524832284 
336.0 0.0386525775 0.023531361005971665 0.07197402184756999 0.06559376142514849 0.04665314673690656 0.047481351029885356 0.045245738550763824 0.03780449096667275 0.03856380194464123 
337.0 0.039036186 0.023656268667075018 0.07218823024547127 0.06582077585103326 0.046882441787805235 0.04770247906252972 0.04551545919670934 0.03802985255982549 0.03877437718686304 
338.0 0.039102684500000005 0.023781839355012997 0.07240243864337256 0.06604788448388954 0.04711227361258263 0.04792417667440195 0.045785981389893905 0.03825588387539471 0.03898557820989382 
339.0 0.0394283355 0.023908076589222123 0.07261664704127385 0.06627508704499768 0.04734264221123872 0.04814644386550205 0.04605730513031754 0.03848258491338045 0.03919740501373359 
340.0 0.039541628 0.02403498390782055 0.07283085543917513 0.06650238325728235 0.04757354758377349 0.04836928063583002 0.046329430417980245 0.03870995567378269 0.03940985759838233 
341.0 0.039728557000000005 0.024162564867707265 0.07304506383707642 0.06672977284529813 0.0478049897301869 0.04859268698538585 0.046602357252882025 0.03893799615660142 0.039622935963840054 
342.0 0.0398226765 0.02429082304466173 0.0732592722349777 0.0669572555352151 0.048036968650478955 0.04881666291416956 0.04687608563502285 0.03916670636183666 0.039836640110106764 
343.0 0.0400411365 0.02441976203344415 0.07347348063287899 0.06718483105480472 0.0482694843446496 0.04904120842218113 0.047150615564402754 0.0393960862894884 0.04005097003718245 
344.0 0.040272493 0.024549385447896203 0.07368768903078028 0.06741249913342579 0.04850253681269884 0.049266323509420576 0.047425947041021724 0.03962613593955664 0.04026592574506711 
345.0 0.040508234500000004 0.024679696921042323 0.07390189742868157 0.06764025950201057 0.04873612605462661 0.04949200817588787 0.047702080064879755 0.03985685531204138 0.04048150723376076 
346.0 0.040685053500000005 0.024810700105191544 0.07411610582658286 0.06786811189305118 0.048970252070432936 0.049718262421583045 0.04797901463597685 0.04008824440694263 0.04069771450326339 
347.0 0.040849312500000005 0.024942398672039828 0.07433031422448413 0.06809605604058601 0.04920491486011775 0.049945086246506086 0.04825675075431301 0.040320303224260376 0.040914547553575 
348.0 0.041146523500000004 0.025074796312773026 0.07454452262238542 0.06832409168018641 0.04944011442368107 0.050172479650657006 0.04853528841988824 0.04055303176399463 0.04113200638469559 
349.0 0.0413403485 0.02520789673817029 0.07475873102028671 0.06855221854894342 0.04967585076112283 0.05040044263403578 0.04881462763270253 0.04078643002614537 0.041350090996625156 
350.0 0.0414659485 0.025341703678708093 0.07497293941818799 0.06878043638545471 0.04991212387244303 0.05062897519664243 0.04909476839275589 0.04102049801071262 0.041568801389363697 
351.0 0.041741547500000004 0.02547622088466479 0.07518714781608928 0.06900874492981172 0.05014893375764165 0.05085807733847694 0.04937571070004831 0.041255235717696376 0.04178813756291123 
352.0 0.0418636865 0.02561145212622571 0.07540135621399056 0.06923714392358683 0.05038628041671865 0.05108774905953933 0.0496574545545798 0.04149064314709663 0.042008099517267736 
353.0 0.042094452 0.025747401193588853 0.07561556461189185 0.06946563310982079 0.05062416384967402 0.05131799035982958 0.04993999995635036 0.041726720298913375 0.04222868725243323 
354.0 0.042276363000000004 0.0258840718970711 0.07582977300979314 0.06969421223301016 0.050862584056507745 0.0515488012393477 0.05022334690535998 0.04196346717314663 0.04244990076840769 
355.0 0.042469520000000004 0.026021468067215003 0.07604398140769443 0.06992288103909512 0.05110154103721979 0.05178018169809368 0.050507495401608656 0.04220088376979639 0.04267174006519114 
356.0 0.042617245 0.026159593554896166 0.07625818980559572 0.0701516392754471 0.05134103479181013 0.05201213173606753 0.05079244544509641 0.04243897008886265 0.04289420514278356 
357.0 0.0429421465 0.026298452231431162 0.07647239820349701 0.07038048669085681 0.05158106532027874 0.05224465135326925 0.051078197035823225 0.042677726130345414 0.043117296001184975 
358.0 0.043095548 0.026438047988686035 0.0766866066013983 0.07060942303552234 0.05182163262262562 0.052477740549698844 0.0513647501737891 0.04291715189424467 0.04334101264039535 
359.0 0.0433008525 0.026578384739185373 0.07690081499929959 0.07083844806103727 0.05206273669885071 0.0527113993253563 0.051652104858994054 0.04315724738056043 0.04356535506041473 
360.0 0.0434700665 0.026719466416221995 0.07711502339720086 0.07106756152037913 0.052304377548954034 0.05294562768024163 0.05194026109143807 0.0433980125892927 0.043790323261243075 
361.0 0.043696522 0.02686129697396716 0.07732923179510215 0.07129676316789772 0.052546555172935536 0.05318042561435483 0.05222921887112114 0.043639447520441466 0.044015917242880405 
362.0 0.043846852 0.027003880387581416 0.07754344019300344 0.07152605275930389 0.0527892695707952 0.053415793127695885 0.052518978198043284 0.04388155217400674 0.04424213700532672 
363.0 0.044140498 0.027147220653325983 0.07775764859090473 0.07175543005165806 0.053032520742533014 0.053651730220264815 0.052809539072204495 0.044124326549988505 0.044468982548582 
364.0 0.0442937055 0.02729132178867481 0.07797185698880602 0.07198489480335925 0.053276308688148956 0.05388823689206161 0.05310090149360477 0.044367770648386776 0.044696453872646265 
365.0 0.044608064499999996 0.027436187832427114 0.0781860653867073 0.07221444677413393 0.05352063340764299 0.05412531314308628 0.05339306546224411 0.04461188446920154 0.044924550977519524 
366.0 0.044750366 0.027581822844820615 0.07840027378460859 0.07244408572502506 0.053765494901015114 0.054362958973338815 0.05368603097812251 0.044856668012432814 0.04515327386320175 
367.0 0.044991915 0.027728230907645337 0.07861448218250987 0.07267381141838153 0.054010893168265295 0.05460117438281921 0.05397979804123998 0.04510212127808059 0.04538262252969296 
368.0 0.045231961499999994 0.02787541612435799 0.07882869058041116 0.07290362361784723 0.05425682820939351 0.054839959371527476 0.05427436665159652 0.045348244266144866 0.045612596976993144 
369.0 0.045325812 0.028023382620196994 0.07904289897831245 0.07313352208835064 0.054503300024399744 0.055079313939463616 0.05456973680919212 0.04559503697662564 0.04584319720510231 
370.0 0.045605694 0.028172134542298093 0.07925710737621372 0.07336350659609436 0.05475030861328398 0.05531923808662762 0.054865908514026784 0.045842499409522924 0.046074423214020464 
371.0 0.045807709 0.028321676059810594 0.07947131577411501 0.07359357690854472 0.054997853976046174 0.05555973181301949 0.05516288176610051 0.0460906315648367 0.0463062750037476 
372.0 0.046013171 0.028472011364014203 0.0796855241720163 0.0738237327944216 0.055245936112686335 0.05580079511863924 0.05546065656541331 0.04633943344256698 0.04653875257428371 
373.0 0.0462244365 0.028623144668436525 0.07989973256991759 0.0740539740236884 0.055494555023204425 0.05604242800348685 0.05575923291196517 0.04658890504271377 0.04677185592562879 
374.0 0.046426886 0.02877508020897113 0.08011394096781888 0.07428430036754187 0.055743710707600445 0.056284630467562324 0.0560586108057561 0.04683904636527705 0.047005585057782864 
375.0 0.046665568 0.028927822243996294 0.08032814936572016 0.07451471159840242 0.05599340316587434 0.056527402510865674 0.05635879024678609 0.047089857410256834 0.047239939970745916 
376.0 0.0468687635 0.029081375054494343 0.08054235776362145 0.0747452074899041 0.05624363239802612 0.05677074413339688 0.056659771235055154 0.04734133817765312 0.047474920664517944 
377.0 0.0471437535 0.02923574294417163 0.08075656616152274 0.07497578781688513 0.05649439840405574 0.05701465533515596 0.05696155377056328 0.04759348866746591 0.04771052713909896 
378.0 0.0472525225 0.029390930239579175 0.08097077455942403 0.07520645235537819 0.05674570118396321 0.05725913611614291 0.057264137853310464 0.0478463088796952 0.04794675939448894 
379.0 0.0474433135 0.029546941290233913 0.08118498295732532 0.07543720088260096 0.05699754073774848 0.05750418647635772 0.057567523483296724 0.04809979881434099 0.048183617430687914 
380.0 0.0477348165 0.029703780468740608 0.0813991913552266 0.07566803317694683 0.05724991706541154 0.05774980641580041 0.05787171066052204 0.04835395847140329 0.048421101247695865 
381.0 0.047914114 0.029861452170914415 0.08161339975312788 0.07589894901797543 0.05750283016695239 0.05799599593447096 0.05817669938498643 0.04860878785088208 0.04865921084551279 
382.0 0.0483522385 0.030019960815904047 0.08182760815102917 0.07612994818640367 0.05775628004237098 0.05824275503236938 0.05848248965668988 0.04886428695277738 0.048897946224138705 
383.0 0.048460935999999996 0.030179310846315692 0.08204181654893046 0.07636103046409647 0.05801026669166731 0.05849008370949567 0.058789081475632395 0.04912045577708917 0.0491373073835736 
384.0 0.0569302385 0.03033950672833745 0.08225602494683175 0.0765921956340579 0.05826479011484136 0.058737981965849825 0.059096474841813976 0.049377294323817475 0.05909647484181396 
385.0 0.058945836999999994 0.030500552951864615 0.08247023334473304 0.07682344348042215 0.0585198503118931 0.058986449801431855 0.059404669755234625 0.049634802592962275 0.05933708756286682 
386.0 0.0592168795 0.030662454030625397 0.08268444174263433 0.07705477378844486 0.05877544728282251 0.05923548721624174 0.059713666215894336 0.04989298058452357 0.05957832606472865 
387.0 0.059342695 0.030825214502307536 0.0828986501405356 0.0772861863444943 0.059031581027629586 0.059485094210279504 0.060023464223793115 0.05015182829850138 0.05982019034739946 
388.0 0.0595330555 0.030988838928685383 0.08311285853843689 0.07751768093604279 0.0592882515463143 0.05973527078354513 0.06033406377893096 0.05041134573489568 0.060062680410879254 
389.0 0.05992745 0.031153331895747868 0.08332706693633816 0.07774925735165819 0.059545458838876644 0.05998601693603863 0.06064546488130786 0.05067153289370648 0.06030579625516803 
390.0 0.060159216 0.03131869801382691 0.08354127533423945 0.07798091538099536 0.059803202905316565 0.060237332667759984 0.06095766753092384 0.0509323897749338 0.06054953788026578 
391.0 0.0604131255 0.03148494191772676 0.08375548373214074 0.07821265481478788 0.060061483745634095 0.060489217978709216 0.061270671727778885 0.051193916378577606 0.060793905286172505 
392.0 0.0606764915 0.031652068266853794 0.08396969213004203 0.07844447544483979 0.06032030135982917 0.06074167286888632 0.061584477471872984 0.05145611270463791 0.06103889847288822 
393.0 0.060775109 0.03182008174534715 0.08418390052794332 0.07867637706401731 0.060579655747901806 0.06099469733829129 0.06189908476320615 0.05171897875311473 0.06128451744041291 
394.0 0.061193793499999996 0.031988987062210046 0.08439810892584461 0.07890835946624083 0.06083954690985196 0.06124829138692412 0.062214493601778394 0.05198251452400804 0.06153076218874658 
395.0 0.061439173 0.03215878895144169 0.0846123173237459 0.07914042244647675 0.06109997484567961 0.06150245501478483 0.06253070398758968 0.052246720017317845 0.06177763271788924 
396.0 0.0615847515 0.03232949217217005 0.08482652572164719 0.07937256580072966 0.06136093955538476 0.0617571882218734 0.06284771592064006 0.05251159523304417 0.06202512902784087 
397.0 0.061921322 0.03250110150878513 0.08504073411954848 0.07960478932603446 0.06162244103896739 0.06201249100818984 0.0631655294009295 0.05277714017118699 0.06227325111860148 
398.0 0.0621353355 0.03267362177107318 0.08525494251744976 0.07983709282044853 0.06188447929642747 0.06226836337373415 0.06348414442845798 0.0530433548317463 0.06252199899017108 
399.0 0.062425756 0.03284705779435141 0.08546915091535104 0.08006947608304403 0.06214705432776498 0.06252480531850632 0.06380356100322555 0.053310239214722124 0.06277137264254964 
400.0 0.0626563215 0.03302141443960359 0.08568335931325233 0.08030193891390029 0.062410166132979915 0.06278181684250636 0.06412377912523218 0.05357779332011445 0.0630213720757372 
401.0 0.0628340385 0.0331966965936162 0.08589756771115362 0.08053448111409624 0.06267381471207226 0.06303939794573428 0.06444479879447787 0.05384601714792327 0.06327199728973372 
402.0 0.0632012805 0.03337290916911552 0.0861117761090549 0.08076710248570293 0.06293800006504197 0.06329754862819005 0.06476662001096263 0.05411491069814859 0.06352324828453924 
403.0 0.0633908845 0.03355005710490515 0.0863259845069562 0.08099980283177619 0.06320272219188905 0.06355626888987369 0.06508924277468646 0.054384473970790416 0.06377512506015375 
404.0 0.0636793645 0.03372814536600463 0.08654019290485748 0.08123258195634915 0.06346798109261348 0.06381555873078522 0.06541266708564934 0.054654706965848746 0.06402762761657721 
405.0 0.06402672200000001 0.03390717894378845 0.08675440130275877 0.08146543966442511 0.06373377676721523 0.06407541815092459 0.06573689294385131 0.05492560968332357 0.06428075595380967 
