n,gen,seq,prom
649,0.003046015,0.1445898435,0.072939487
650,0.0030470745,0.1451805395,0.0731590475
651,0.0030648265,0.1452671835,0.0734547845
652,0.0030627115,0.145744282,0.0736382915
653,0.0030719185,0.1464140065,0.073843215
654,0.0030693515,0.1455248055,0.0740849965
655,0.0030693915,0.145448797,0.0742868305
656,0.0030920765,0.1460844305,0.074479012
657,0.0030901165,0.147979106,0.0747688335
658,0.0030887185,0.1485731365,0.075165171
659,0.0030860945,0.148988374,0.075217654
660,0.003102885,0.146767724,0.075364105
661,0.003093088,0.1481157825,0.075634273
662,0.0031228615,0.148136853,0.0759402405
663,0.0031072225,0.150405293,0.0761102045
664,0.003114829,0.151033825,0.076401755
665,0.0031335425,0.1516028465,0.0766965175
666,0.00312926,0.1505889915,0.077004119
667,0.0031345995,0.151441061,0.077213276
668,0.0031344865,0.151941281,0.077543
669,0.003154113,0.1522542555,0.0777696785
670,0.0031498635,0.151897378,0.0780852335
671,0.003143451,0.153237402,0.078251681
672,0.003147035,0.1536494525,0.0784520055
673,0.0031696955,0.154168611,0.078802839
674,0.0031614125,0.153446633,0.0790284495
675,0.0031661095,0.154736315,0.07931341
676,0.003175494,0.1546528305,0.0795060015
677,0.0031759705,0.15443281,0.079688742
678,0.00319279,0.1549887475,0.0798297985
679,0.0031774795,0.155524479,0.07994342
680,0.003198961,0.157046938,0.0801626885
681,0.003190781,0.1574659275,0.0804953155
682,0.003174448,0.1585007425,0.080769839
683,0.0032046135,0.1579949345,0.081006487
684,0.0032128685,0.1591206865,0.0811765915
685,0.0032187555,0.159708188,0.0814988195
686,0.0032262555,0.1586926425,0.0816816785
687,0.003217628,0.1606800055,0.082037002
688,0.003228755,0.161178538,0.0821620875
689,0.003242286,0.159466589,0.0824919735
690,0.003235847,0.1612401715,0.0824907615
691,0.0032416065,0.1613270595,0.082864972
692,0.003245808,0.160784542,0.0830332285
693,0.0032506385,0.16222394,0.083372295
694,0.003254639,0.160918253,0.083588356
695,0.0032554675,0.1631039145,0.0840220985
696,0.0032617155,0.1641176575,0.084210106
697,0.0032665265,0.1649945295,0.084387485
698,0.0032714825,0.165148005,0.084879296
699,0.0032866175,0.162597183,0.085192321
700,0.0032771115,0.163819876,0.0854790585
701,0.00328939,0.166533194,0.085496044
702,0.0032815885,0.164468035,0.0860783545
703,0.003304878,0.1677765545,0.0862577585
704,0.003311275,0.1653219375,0.0864741085
705,0.0033099205,0.1681037675,0.0866929165
706,0.0033185555,0.1684884825,0.086985888
707,0.0033087355,0.167611816,0.087273187
708,0.0033214805,0.1692173565,0.087402507
709,0.003328327,0.1701149495,0.08783473
710,0.0033252475,0.170282092,0.0880728125
711,0.003332041,0.170863849,0.088146975
712,0.003336097,0.168910774,0.088544898
713,0.0033397885,0.1718472315,0.0887231715
714,0.0033523945,0.1701807185,0.088942724
715,0.0033489345,0.172698717,0.089266833
716,0.0033589765,0.173320198,0.0895201125
717,0.0033588745,0.17204447,0.089590957
718,0.0033754255,0.1738247345,0.090062703
719,0.003379164,0.174760853,0.0901209935
720,0.0033733625,0.1737531235,0.0905479965
721,0.003387798,0.1752529065,0.0906554735
722,0.003389589,0.175762931,0.0911565495
723,0.003385125,0.1744528435,0.091323647
724,0.0034121345,0.175466921,0.091561728
725,0.0034071475,0.1772728635,0.091793794
726,0.003416654,0.177570577,0.092068661
727,0.003407854,0.178272789,0.0924375
728,0.003418345,0.178681039,0.0926909185
729,0.003429744,0.179691695,0.0932456685
730,0.003431631,0.179345885,0.093355362
731,0.003421352,0.1796637145,0.093488566
732,0.003430601,0.1791168565,0.0936768915
733,0.003428621,0.180669859,0.09394457
734,0.0034512845,0.1803546605,0.094419036
735,0.0034463415,0.1814547365,0.0946669685
736,0.003455947,0.1806090075,0.0948009715
737,0.0034635725,0.1827593195,0.0952141525
738,0.003467088,0.1831944685,0.095349842
739,0.003472616,0.181554632,0.095472083
740,0.0034726925,0.183899177,0.095826407
741,0.003480794,0.1843651845,0.0960238105
742,0.003481774,0.184470244,0.096399835
743,0.003501078,0.185844888,0.0967083615
744,0.003489395,0.1856396365,0.0970298625
745,0.0034949335,0.1832699065,0.097289874
746,0.0035035195,0.186838071,0.097576253
747,0.0035055255,0.1869633495,0.0978402645
748,0.003520896,0.18746248,0.098096207
749,0.003512254,0.1871582465,0.0984941595
750,0.003517712,0.1869425955,0.0985852985
751,0.003518744,0.1885427095,0.0988633765
752,0.003531908,0.1889147175,0.098845105
753,0.003531041,0.188687994,0.0993748095
754,0.0035388055,0.189793295,0.099721684
755,0.0035508655,0.1887684545,0.099932105
756,0.0035544305,0.1916716975,0.100377354
757,0.003556781,0.192567374,0.1007307045
758,0.003567871,0.19315011,0.1008541415
759,0.0035551915,0.193322799,0.101209815
760,0.003570211,0.1935954425,0.101454342
761,0.003575979,0.1918591615,0.1016101705
762,0.003578665,0.1944324365,0.1019744105
763,0.0035856905,0.194120172,0.1021123765
764,0.003591014,0.1948546545,0.102341489
765,0.003586456,0.193896446,0.102721682
766,0.0036030155,0.1948765175,0.102861173
767,0.0036051635,0.1971030125,0.1032492985
768,0.003602006,0.227177084,0.1033849815
769,0.0036103125,0.2375067315,0.103678354
770,0.0036213865,0.2354361775,0.103923064
771,0.0036274855,0.233836625,0.1043612675
772,0.003625445,0.2365620595,0.1047354795
773,0.003629185,0.234576146,0.104911214
774,0.0036320555,0.23699943,0.1052558915
775,0.003633135,0.2355408985,0.105713988
776,0.003635239,0.23685242,0.106094226
777,0.0036528065,0.243770782,0.1065363935
778,0.003651919,0.2401789495,0.106506068
779,0.0036465505,0.239067985,0.106804175
780,0.00366413,0.2387082325,0.1072737035
781,0.003671114,0.2421599645,0.1073667485
782,0.003676891,0.2450345395,0.1076566965
783,0.0036754625,0.242273067,0.1078908005
784,0.0036814955,0.2435843285,0.1082792445
785,0.0036884265,0.246520278,0.108651055
786,0.0036940275,0.247642445,0.1088378665
787,0.0036995455,0.2466141385,0.108873913
788,0.0037044675,0.2487131455,0.1090573055
789,0.0037068925,0.243214027,0.109691284
790,0.003717109,0.2472941365,0.109766358
791,0.0037121405,0.251281885,0.109794824
792,0.003712068,0.246487372,0.11007985
793,0.0037285475,0.250033873,0.110571299
794,0.003729983,0.251195394,0.1109817425
795,0.0037292485,0.247977265,0.1111276815
796,0.0037332605,0.253865138,0.1115550595
797,0.003739747,0.2504897255,0.1117778605
798,0.003755871,0.246883864,0.111986437
799,0.0037572715,0.2540049995,0.1122170065
800,0.003756397,0.2476541805,0.1125087305
801,0.0037619695,0.252882111,0.112675536
802,0.0037624185,0.251024752,0.113233148
803,0.0037674,0.2539973835,0.1137875525
804,0.003783846,0.256730993,0.114090171
805,0.00378219,0.2529004115,0.114358387
806,0.003792932,0.254323298,0.114872319
807,0.003798927,0.2515358945,0.1147163945
808,0.003797109,0.25557414,0.115075055
809,0.0038001015,0.252903973,0.115214255
810,0.0038099925,0.2544735115,0.1154424335
811,0.0038113575,0.255845781,0.1157858685
812,0.003810205,0.2547001155,0.1163501115
813,0.0038255445,0.254822125,0.116410583
814,0.003832347,0.255020246,0.116800759
815,0.0038278165,0.255863056,0.117058079
816,0.0038421625,0.2565163755,0.117816844
817,0.003830047,0.2632615395,0.117922323
818,0.0038357015,0.26130132,0.118101936
819,0.003842638,0.2575525675,0.118259222
820,0.0038516365,0.261961843,0.1184420915
821,0.0038457965,0.260186344,0.118798665
822,0.0038714105,0.2637076475,0.1191096055
823,0.0038687055,0.264828656,0.119316641
824,0.0038719115,0.260265908,0.1197958325
825,0.003868843,0.2644238185,0.1201944895
826,0.003878747,0.2659892625,0.1205365075
827,0.003888224,0.267427711,0.1207530465
828,0.003889025,0.265929453,0.1210396255
829,0.003897611,0.269957952,0.121784273
830,0.003899954,0.2707476615,0.1217303135
831,0.003900933,0.266218103,0.121946367
832,0.0039129945,0.267826478,0.122524709
833,0.00393112,0.269136233,0.1229388725
834,0.003926805,0.2738699735,0.123302473
835,0.0039355085,0.2690802235,0.1235052595
836,0.003931432,0.2706631205,0.1237013285
837,0.003938059,0.2689007095,0.124141401
838,0.0039430125,0.2718416325,0.1245280025
839,0.0039456525,0.2702184685,0.124695613
840,0.00394541,0.2730129035,0.1249073825
841,0.0039485285,0.2762337115,0.125060669
842,0.0039639535,0.274481345,0.125417637
843,0.003957113,0.275194871,0.1256034985
844,0.0039631835,0.274987002,0.1258159445
845,0.003972323,0.273225499,0.1262577775
846,0.003962591,0.2784250665,0.1263565895
847,0.003988601,0.2813480815,0.127069192
848,0.003986609,0.274470847,0.1271232925
849,0.0039842525,0.276276279,0.1278501905
850,0.0039851555,0.2792224925,0.128237775
851,0.003995339,0.2766712705,0.1285275765
852,0.004012392,0.280044444,0.128584775
853,0.0040002915,0.2778574555,0.1290045585
854,0.004014354,0.2822274495,0.1295458565
855,0.0040150395,0.2797969825,0.129607862
856,0.0040242865,0.281114663,0.129617791
857,0.0040155485,0.2826348345,0.1298133725
858,0.004035811,0.2842092745,0.130125938
859,0.004028307,0.2871479225,0.13039573
860,0.0040401775,0.2804183695,0.130783438
861,0.004048845,0.2811578695,0.1309087915
862,0.0040566415,0.2863444955,0.1316428635
863,0.004063599,0.2856010215,0.1320711855
864,0.0040610705,0.2864922585,0.1322403955
865,0.004068806,0.285218946,0.132613757
866,0.00406627,0.291935798,0.13273492
867,0.0040754405,0.2856468405,0.133474706
868,0.00407655,0.289037865,0.133628245
869,0.004081274,0.2872435565,0.1339557
870,0.0040900205,0.290457808,0.1343449835
871,0.004089329,0.2899444395,0.134486713
872,0.0040921475,0.2912233365,0.134817487
873,0.004098518,0.291249609,0.1352294645
874,0.004105493,0.288025093,0.135577461
875,0.004103979,0.292079308,0.135707566
876,0.0041169655,0.2931066335,0.1363008245
877,0.0041172595,0.29305418,0.1368505655
878,0.0041312615,0.291532155,0.137385738
879,0.004127483,0.2960556135,0.1373844645
880,0.004134202,0.292703129,0.1375650305
881,0.00413919,0.2950595585,0.1377070975
882,0.004136683,0.2958927135,0.137984544
883,0.0041519025,0.297101457,0.1383862335
884,0.0041503185,0.298325892,0.138907019
885,0.004156822,0.2979384005,0.139167728
886,0.004152098,0.3006693635,0.139530133
887,0.00417372,0.3030777895,0.139988876
888,0.004169576,0.3012879095,0.140285294
889,0.0041681705,0.2996264415,0.140461038
890,0.0041830115,0.304385432,0.140876713
891,0.0041959655,0.3046876115,0.141243199
892,0.0041874955,0.3007121985,0.141779023
893,0.004193262,0.299092327,0.141683265
894,0.0042069065,0.301910066,0.1421965235
895,0.004214835,0.305361652,0.1425571245
896,0.004226672,0.304092972,0.1430984605
897,0.004215906,0.303614368,0.143150065
898,0.0042185655,0.305146791,0.1434894965
899,0.0042311415,0.3122704075,0.144161272
900,0.004229431,0.3061105055,0.1443549135
901,0.0042335935,0.3044096685,0.1444210305
902,0.0042411,0.307332283,0.144967076
903,0.004247587,0.30755805,0.1453697165
904,0.004246427,0.3150194705,0.1456549575
905,0.004248715,0.3064600675,0.14598958
906,0.0042606085,0.3076968485,0.1462865795
907,0.004275235,0.3110923865,0.146634319
908,0.0042608195,0.31593953,0.146881768
909,0.0042681205,0.313542217,0.147206507
910,0.0042866095,0.309714016,0.1477479015
911,0.00427471,0.3121538745,0.1482498685
912,0.0042887785,0.3110627095,0.1483940545
913,0.0042921955,0.32139334,0.1485611145
914,0.0042993975,0.316235884,0.148829212
915,0.0042981895,0.321770531,0.1488699885
916,0.0043003825,0.312848955,0.149561051
917,0.0043105355,0.315040169,0.149594058
918,0.0043062325,0.3179282015,0.149577233
919,0.004325202,0.3176252235,0.149891994
920,0.004316253,0.319443354,0.1502660265
921,0.004323335,0.3164936225,0.150675366
922,0.0043214595,0.324908839,0.1509911005
923,0.004349733,0.316678957,0.151251583
924,0.0043362495,0.322399279,0.1519972235
925,0.0043571545,0.3288879745,0.1518493255
926,0.004331244,0.3196600315,0.152108101
927,0.0043589945,0.326382517,0.1526091975
928,0.004368858,0.3196135975,0.153412705
929,0.0043630715,0.332131943,0.153642506
930,0.004378031,0.336555371,0.154224659
931,0.0043869525,0.336971392,0.1546227205
932,0.004382092,0.334999869,0.1548037475
933,0.0043910145,0.331502354,0.1555529275
934,0.0043934985,0.323624513,0.155772656
935,0.004391573,0.327970219,0.1564015205
936,0.0044067595,0.331654544,0.156456911
937,0.0044122865,0.3264256565,0.156705907
938,0.004414146,0.3285013925,0.1569235265
939,0.004402698,0.3338977375,0.1567311145
940,0.0044123255,0.33411943,0.1574729805
941,0.004416206,0.3300668525,0.1582137675
942,0.004441089,0.3310808055,0.1585479085
943,0.0044307925,0.334459875,0.158912392
944,0.0044402875,0.3345690105,0.159369693
945,0.0044289965,0.342275499,0.1593918515
946,0.0044496525,0.3309575615,0.159698872
947,0.004451284,0.3330098645,0.1602075755
948,0.0044490585,0.3368452205,0.160404815
949,0.0044645305,0.334405928,0.1605013815
950,0.004463472,0.3379499355,0.1613954115
951,0.004469915,0.3376186535,0.161232313
952,0.0044706895,0.3382524995,0.1613938375
953,0.00448909,0.34235835,0.1623589265
954,0.004509107,0.346172763,0.162727169
955,0.004517894,0.346827889,0.1629027725
956,0.004503154,0.348486651,0.163114713
957,0.004503248,0.3407356585,0.1631017185
958,0.0045182185,0.3475498255,0.164065348
959,0.004518521,0.3414216285,0.16457261
960,0.004523257,0.35315842,0.165443101
961,0.004531547,0.3526538965,0.165344258
962,0.004522108,0.338070666,0.165172322
963,0.004526675,0.3512347195,0.165352506
964,0.0045276845,0.34253818,0.166399759
965,0.0045357025,0.3468689205,0.1665046575
966,0.0045660955,0.355813367,0.16773038
967,0.0045617295,0.353491033,0.1681836415
968,0.004541293,0.3474591125,0.1677648345
969,0.004556443,0.350384501,0.168550344
970,0.0045591435,0.358485166,0.1685944925
971,0.0045604455,0.3508964125,0.168801777
972,0.004566173,0.3497019155,0.1694681155
973,0.004576769,0.34867051,0.1695377325
974,0.0045813455,0.351877021,0.1697024925
975,0.004581403,0.3505565855,0.170290569
976,0.0045958385,0.3609861465,0.1704369995
977,0.0045947945,0.3603398135,0.1710573595
978,0.0045939785,0.3547894795,0.170993232
979,0.004600237,0.3582231885,0.1714603995
980,0.0046002955,0.3544944415,0.1717718475
981,0.0046010695,0.357618316,0.171844146
982,0.0046268055,0.367546743,0.172822503
983,0.004637417,0.3689849225,0.1730161815
984,0.0046474495,0.3695733635,0.1733928475
985,0.0046272035,0.367113155,0.1732552785
986,0.004631018,0.3599985375,0.173806107
987,0.004645256,0.366137767,0.1742357165
988,0.0046422655,0.3572026,0.1746527865
989,0.004648513,0.362094924,0.175131079
990,0.004653329,0.3627820285,0.1757555275
991,0.004656886,0.361826098,0.175555185
992,0.0046574695,0.361444932,0.175646367
993,0.004667411,0.363917673,0.1759725855
994,0.004674829,0.366352117,0.1761894265
995,0.0046855865,0.374787816,0.1770623615
996,0.0046722075,0.3747257435,0.177838157
997,0.004701894,0.368048817,0.1781682445
998,0.004689125,0.365336247,0.1783665045
999,0.0046925695,0.3663092385,0.178670356
1000,0.0047158735,0.3675833535,0.179001733
